entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes
3896	27213		app/src/ai/blocklist/block.rs	active	Phase 16 AI/Agent visible copy	Copied to clipboard	已复制到剪贴板	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3897	27220		app/src/ai/blocklist/block.rs	active	Phase 16 AI/Agent visible copy	Thank you for the feedback!	感谢你的反馈！	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3898	27227		app/src/ai/blocklist/block.rs	active	Phase 16 reviewed preserve: AI block IDs, telemetry/debug diagnostics, and protocol fragments	{prompt_text}nn{output_text}	{prompt_text}nn{output_text}	missing-in-current-source		0	0	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	source-state-review	English preserved; verify this is product/internal text | source state is missing-in-current-source
3899	27234		app/src/ai/blocklist/block.rs	active	Phase 16 reviewed preserve: AI block IDs, telemetry/debug diagnostics, and protocol fragments	screenshot-{action_id}	screenshot-{action_id}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3900	27241		app/src/ai/blocklist/block.rs	active	Phase 16 reviewed preserve: AI block IDs, telemetry/debug diagnostics, and protocol fragments	Failed to decode submitted image attachment for lightbox: {error}	Failed to decode submitted image attachment for lightbox: {error}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;error-state		clean	clean	note	clean	English preserved; verify this is product/internal text
3901	27248		app/src/ai/blocklist/block.rs	active	Phase 16 reviewed preserve: AI block IDs, telemetry/debug diagnostics, and protocol fragments	submitted-attachment-lightbox-{}-{submitted_image_index}	submitted-attachment-lightbox-{}-{submitted_image_index}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3902	27255		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Tried to send follow-up query for non-existent conversation: {conversation_id:?}	Tried to send follow-up query for non-existent conversation: {conversation_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3903	27262		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Tried to send custom AI input query as follow-up in non-existent conversation	Tried to send custom AI input query as follow-up in non-existent conversation	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3904	27269		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	[passive-suggestions] sending result: trigger={}, trigger_type={:?}	[passive-suggestions] sending result: trigger={}, trigger_type={:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3905	27276		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Some	Some	target-and-source-present		97	97	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3906	27283		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	None	None	target-and-source-present		49	49	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3907	27290		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Skipping event piggyback for conversation {conversation_id:?}: {}	Skipping event piggyback for conversation {conversation_id:?}: {}	missing-in-current-source		0	0	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	source-state-review	English preserved; verify this is product/internal text | source state is missing-in-current-source
3908	27297		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	results will trigger a server-side subagent	results will trigger a server-side subagent	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3909	27304		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	a subagent is currently active	a subagent is currently active	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3910	27311		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Pending events are not ready: conversation_id={conversation_id:?} reason=conversation_missing owns_conversation={owns} has_active_stream={has_active_stream}	Pending events are not ready: conversation_id={conversation_id:?} reason=conversation_missing owns_conversation={owns} has_active_stream={has_active_stream}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3911	27318		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Pending events are not ready: conversation_id={conversation_id:?} owns_conversation={owns} has_active_stream={has_active_stream} status={:?}	Pending events are not ready: conversation_id={conversation_id:?} owns_conversation={owns} has_active_stream={has_active_stream} status={:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3912	27325		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Skipping dormant Claude wake preparation: conversation_id={conversation_id:?} reason=conversation_missing	Skipping dormant Claude wake preparation: conversation_id={conversation_id:?} reason=conversation_missing	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3913	27332		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Preparing dormant Claude wake command: conversation_id={conversation_id:?} task_id={task_id:?}	Preparing dormant Claude wake command: conversation_id={conversation_id:?} task_id={task_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
3914	27339		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Executing dormant Claude wake command: conversation_id={conversation_id:?} task_id={task_id:?}	Executing dormant Claude wake command: conversation_id={conversation_id:?} task_id={task_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
3915	27346		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Falling back to generic pending-event injection after dormant Claude wake eligibility check: conversation_id={conversation_id:?} task_id={task_id:?}	Falling back to generic pending-event injection after dormant Claude wake eligibility check: conversation_id={conversation_id:?} task_id={task_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3916	27353		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Retrying wake-only dormant Claude eligibility check: conversation_id={conversation_id:?} task_id={task_id:?}	Retrying wake-only dormant Claude eligibility check: conversation_id={conversation_id:?} task_id={task_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3917	27360		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Failed to prepare dormant Claude wake command for {conversation_id:?} task_id={task_id:?}: {err:#}	Failed to prepare dormant Claude wake command for {conversation_id:?} task_id={task_id:?}: {err:#}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
3918	27367		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Ignoring dormant Claude wake-ready signal: conversation_id={conversation_id:?}	Ignoring dormant Claude wake-ready signal: conversation_id={conversation_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3919	27374		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Tried to build passive suggestions request params for non-existent conversation with ID {conversation_id:?}	Tried to build passive suggestions request params for non-existent conversation with ID {conversation_id:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3920	27381		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Tried to use agent response completed trigger to generate passive suggestions without a conversation ID	Tried to use agent response completed trigger to generate passive suggestions without a conversation ID	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3921	27388		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Tried to send request for non-existent conversation with ID {:?}	Tried to send request for non-existent conversation with ID {:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3922	27395		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Not sending AI input because there is an in-flight request	Not sending AI input because there is an in-flight request	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3923	27402		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	This model should only have a single subscriber that takes ownership over the event.	This model should only have a single subscriber that takes ownership over the event.	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint;team-workspace		clean	clean	note	clean	English preserved; verify this is product/internal text
3924	27409		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Failed to apply client actions to conversation: {e:?}	Failed to apply client actions to conversation: {e:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3925	27416		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Could not find conversation for response stream: {stream_id:?}	Could not find conversation for response stream: {stream_id:?}	target-and-source-present		2	2	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3926	27423		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	generate_multi_agent_output stream ended without emitting StreamFinished event.	generate_multi_agent_output stream ended without emitting StreamFinished event.	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3927	27430		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Request did not successfully complete	Request did not successfully complete	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3928	27437		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Response stream finished unexpectedly (with finish reason `Other`).	Response stream finished unexpectedly (with finish reason `Other`).	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3929	27444		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Input exceeded context window limit.	Input exceeded context window limit.	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3930	27451		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	The LLM is currently unavailable.	The LLM is currently unavailable.	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3931	27458		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Google	Google	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3932	27465		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Anthropic	Anthropic	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3933	27472		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	OpenAI	OpenAI	target-and-source-present		1	1	simulated-accepted-with-note	medium	environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3934	27479		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	xAI	xAI	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3935	27486		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	OpenRouter	OpenRouter	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3936	27493		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Unknown	Unknown	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved;environment-endpoint		clean	clean	note	clean	English preserved; verify this is product/internal text
3937	27500		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Response stream finished unexpectedly with internal error: {message}	Response stream finished unexpectedly with internal error: {message}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint;error-state		clean	clean	note	clean	English preserved; verify this is product/internal text
3938	27507		app/src/ai/blocklist/controller.rs	active	Phase 16 reviewed preserve: AI controller logs, provider names, and stream diagnostics	Found tool call result with ID '{action_id_str}' but no corresponding tool call in task context. Server conversation ID: '{server_conversation_id}'	Found tool call result with ID '{action_id_str}' but no corresponding tool call in task context. Server conversation ID: '{server_conversation_id}'	missing-in-current-source		0	0	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;environment-endpoint		clean	clean	note	source-state-review	English preserved; verify this is product/internal text | source state is missing-in-current-source
3939	27514		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Cancel	取消	target-and-source-present		2	1	simulated-accepted	high			clean	clean	clean	clean	none
3940	27521		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Refine	优化	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3941	27528		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Accept	接受	target-and-source-present		47	2	simulated-accepted	high			clean	clean	clean	clean	none
3942	27535		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Auto-approve	自动批准	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3943	27542		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Edit	编辑	target-and-source-present		78	3	simulated-accepted	high			clean	clean	clean	clean	none
3944	27549		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Done	完成	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3945	27556		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	Accept and continue with agent	Accept and continue with agent	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3946	27563		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	Iterate with agent	Iterate with agent	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3947	27570		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Dismiss	关闭	target-and-source-present		3	1	simulated-accepted	high			clean	clean	clean	clean	none
3948	27577		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	DispatchedRequestedEditExpanded	DispatchedRequestedEditExpanded	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3949	27584		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	SuggestedEditInlineBanner	SuggestedEditInlineBanner	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3950	27591		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Edit Code Diff	编辑代码 Diff	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3951	27598		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	Failed to save file for accepted AgentMode diffs	Failed to save file for accepted AgentMode diffs	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3952	27605		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	Failed to save file for accepted AgentMode diffs for {}: {}	Failed to save file for accepted AgentMode diffs for {}: {}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3953	27612		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	Failed to save file {file_path_clone}	Failed to save file {file_path_clone}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3954	27619		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	Action {action_id} finished but status not found in action model	Action {action_id} finished but status not found in action model	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3955	27626		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Review changes	查看更改	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3956	27633		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Expand	展开	target-and-source-present		6	1	simulated-accepted	high			clean	clean	clean	clean	none
3957	27640		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Collapse	折叠	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3958	27647		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	set_candidate_diffs should only be called once	set_candidate_diffs should only be called once	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3959	27654		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	Attempted to accept diff in view-only mode	Attempted to accept diff in view-only mode	target-and-source-present		2	2	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3960	27661		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	Attempted to revert changes when not in Accepted(None) state - actual state: {:?}	Attempted to revert changes when not in Accepted(None) state - actual state: {:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3961	27668		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	Failed to revert changes to {file_name}	Failed to revert changes to {file_name}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3962	27675		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	+{lines_added}	+{lines_added}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3963	27682		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	-{lines_removed}	-{lines_removed}	target-and-source-present		1	1	simulated-accepted-with-note	medium	destructive-action;dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3964	27689		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Open config	打开配置	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3965	27696		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	{file_name} (new)	{file_name}（新增）	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none
3966	27703		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	{file_name} (deleted)	{file_name}（已删除）	target-present		0	1	simulated-accepted-with-note	medium	destructive-action;dynamic-placeholder		clean	clean	clean	clean	none
3967	27710		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	{file_name} → {rename_file_name}	{file_name} → {rename_file_name}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3968	27717		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	No file name	无文件名	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3969	27724		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	File renamed without changes	文件已重命名且无内容变更	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3970	27731		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	CodeDiffView-{}-tab-{i}	CodeDiffView-{}-tab-{i}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3971	27738		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	CodeDiffView-inline-editor-{}	CodeDiffView-inline-editor-{}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3972	27745		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	CodeDiffView-inline-speedbump-{}	CodeDiffView-inline-speedbump-{}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3973	27752		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	CodeDiffView-{position_id_prefix}-accept-split	CodeDiffView-{position_id_prefix}-accept-split	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved		clean	clean	note	clean	English preserved; verify this is product/internal text
3974	27759		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Don't show me suggested code banners again	不再显示建议代码横幅	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3975	27766		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Manage suggested code banner settings	管理建议代码横幅设置	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3976	27773		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Settings > AI	设置 > AI	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3977	27780		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 reviewed preserve: inline diff view IDs, assertions, and debug diagnostics	...n	...n	missing-in-current-source		0	0	simulated-accepted-with-note	medium	english-preserved		clean	clean	note	source-state-review	English preserved; verify this is product/internal text | source state is missing-in-current-source
3978	27787		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	(renamed)	（已重命名）	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none
3979	27794		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	(deleted file)	（已删除文件）	target-present		0	1	simulated-accepted-with-note	medium	destructive-action		clean	clean	clean	clean	none
3980	27801		app/src/ai/blocklist/inline_action/code_diff_view.rs	active	Phase 16 AI/Agent visible copy	Requested Edit	请求的编辑	target-and-source-present		1	1	simulated-accepted	high			clean	clean	clean	clean	none
3981	27808		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 reviewed preserve: static prompt parser diagnostics and template placeholders	Invalid pattern for static prompt rule `{}`: {}	Invalid pattern for static prompt rule `{}`: {}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text
3982	27815		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Code a feature or fix a bug in {1}	在 {1} 中编写功能或修复 bug	target-present		0	3	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
3983	27822		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Implement a feature or fix a bug in {1}. Ask me for all the details you need.	在 {1} 中实现功能或修复 bug。请向我询问所需的所有细节。	target-present		0	3	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
3984	27829		app/src/ai/blocklist/passive_suggestions/static_prompt_suggestions.rs	active	Phase 16 AI/Agent visible copy	Help me code a feature or fix a bug in {1}	帮我在 {1} 中编写功能或修复 bug	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none
