entry_index	manifest_line	module_group	path	source_state	source	target	decision	rationale
4699	32838	terminal-command	app/src/terminal/view.rs	target-and-source-present	What is the command to: 	What is the command to: 	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4700	32845	terminal-command	app/src/terminal/view.rs	target-and-source-present	sudo {command_str}	sudo {command_str}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4702	32859	terminal-command	app/src/terminal/view.rs	missing-in-current-source	{}n{}	{}n{}	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
4705	32880	terminal-command	app/src/terminal/view.rs	target-and-source-present	ExitCloudModeAndStartLocalAgent received but cloud-mode pane has no parent terminal	ExitCloudModeAndStartLocalAgent received but cloud-mode pane has no parent terminal	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4706	32887	terminal-command	app/src/terminal/view.rs	target-and-source-present	ExitCloudModeAndStartLocalAgent received but no pane stack available; cannot start local agent without a parent terminal	ExitCloudModeAndStartLocalAgent received but no pane stack available; cannot start local agent without a parent terminal	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4707	32894	terminal-command	app/src/terminal/view.rs	target-and-source-present	Tried to update block filter query without active_filter_editor_block_index set	Tried to update block filter query without active_filter_editor_block_index set	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4708	32901	terminal-command	app/src/terminal/view.rs	target-and-source-present	Powerlevel10k now supports Warp!  	Powerlevel10k now supports Warp!  	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4709	32908	terminal-command	app/src/terminal/view.rs	target-and-source-present	You seem to be running an older (unsupported) version, please follow 	You seem to be running an older (unsupported) version, please follow 	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4712	32929	terminal-command	app/src/terminal/view.rs	missing-in-current-source	Pure is not yet supported in Warp. You might consider one of the supported prompts as an alternative.  	Pure is not yet supported in Warp. You might consider one of the supported prompts as an alternative.  	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
4714	32943	terminal-command	app/src/terminal/view.rs	target-and-source-present	Control master error banner does not yet support handling terminal actions	Control master error banner does not yet support handling terminal actions	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4715	32950	terminal-command	app/src/terminal/view.rs	target-and-source-present	fake-id	fake-id	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4716	32957	terminal-command	app/src/terminal/view.rs	target-and-source-present	test_output_id_{}	test_output_id_{}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4717	32964	terminal-command	app/src/terminal/view.rs	target-and-source-present	({b}) 	({b}) 	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4718	32971	terminal-command	app/src/terminal/view.rs	target-and-source-present	 (nld overridden)	 (nld overridden)	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4720	32985	terminal-command	app/src/terminal/view.rs	target-and-source-present	%a %b %-d at %-I:%M:%S %p	%a %b %-d at %-I:%M:%S %p	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4722	32999	terminal-command	app/src/terminal/view.rs	target-and-source-present	{start}{end}	{start}{end}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4728	33041	terminal-command	app/src/terminal/view.rs	target-and-source-present	waterfall_background__{}	waterfall_background__{}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4729	33048	terminal-command	app/src/terminal/view.rs	target-and-source-present	{}?request={}	{}?request={}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4730	33055	terminal-command	app/src/terminal/view.rs	missing-in-current-source	"{{""request_id"":""{}"",""conversation_id"":""{}""}}"	"{{""request_id"":""{}"",""conversation_id"":""{}""}}"	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
4731	33062	terminal-command	app/src/terminal/view.rs	missing-in-current-source	"{{""conversation_id"":""{}""}}"	"{{""conversation_id"":""{}""}}"	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
4734	33083	terminal-command	app/src/terminal/view.rs	missing-in-current-source	Block {index}: {}, {}.n	Block {index}: {}, {}.n	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
4736	33097	terminal-command	app/src/terminal/view.rs	target-and-source-present	Unknown error when requesting notification permissions. error_msg: {error_message}	Unknown error when requesting notification permissions. error_msg: {error_message}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4737	33104	terminal-command	app/src/terminal/view.rs	target-and-source-present	u{0003}	u{0003}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4747	33174	terminal-command	app/src/terminal/view.rs	missing-in-current-source	Block {}.nOutput: {}	Block {}.nOutput: {}	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
4749	33188	terminal-command	app/src/terminal/view.rs	target-and-source-present	Block {}: {}. Output: {}	Block {}: {}. Output: {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4761	33272	terminal-command	app/src/terminal/view.rs	target-and-source-present	u{1b}	u{1b}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4762	33279	terminal-command	app/src/terminal/view.rs	target-and-source-present	Could not find AI block view for exchange_id {:?} in conversation {:?}	Could not find AI block view for exchange_id {:?} in conversation {:?}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4763	33286	terminal-command	app/src/terminal/view.rs	target-and-source-present	Subshell	Subshell	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4766	33307	terminal-command	app/src/terminal/view.rs	target-and-source-present	Failed to enter inline agent view for tag-in: {e}	Failed to enter inline agent view for tag-in: {e}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4768	33321	terminal-command	app/src/terminal/view.rs	target-and-source-present	Failed to decode pending image attachment for lightbox: {error}	Failed to decode pending image attachment for lightbox: {error}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4769	33328	terminal-command	app/src/terminal/view.rs	target-and-source-present	pending-attachment-lightbox-{attachment_index}	pending-attachment-lightbox-{attachment_index}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4772	33349	terminal-command	app/src/terminal/view.rs	target-and-source-present	Failed to mark code toolbelt new feature popup as dismissed: {e}	Failed to mark code toolbelt new feature popup as dismissed: {e}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4774	33363	terminal-command	app/src/terminal/view.rs	target-and-source-present	context_menu_button_{block_index}	context_menu_button_{block_index}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4775	33370	terminal-command	app/src/terminal/view.rs	target-and-source-present	prompt_area_{}	prompt_area_{}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4776	33377	terminal-command	app/src/terminal/view.rs	target-and-source-present	TerminalView_BlockSelectionCardinality	TerminalView_BlockSelectionCardinality	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4777	33384	terminal-command	app/src/terminal/view.rs	target-and-source-present	TerminalView_EmptyBlockList	TerminalView_EmptyBlockList	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4778	33391	terminal-command	app/src/terminal/view.rs	target-and-source-present	TerminalView_NonEmptyBlockList	TerminalView_NonEmptyBlockList	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4779	33398	terminal-command	app/src/terminal/view.rs	target-and-source-present	EditorFocused	EditorFocused	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4780	33405	terminal-command	app/src/terminal/view.rs	target-and-source-present	ActiveBlockTextSelection	ActiveBlockTextSelection	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4781	33412	terminal-command	app/src/terminal/view.rs	target-and-source-present	ActiveAltScreenSelection	ActiveAltScreenSelection	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4782	33419	terminal-command	app/src/terminal/view.rs	target-and-source-present	SshWarpificationBanner	SshWarpificationBanner	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4783	33426	terminal-command	app/src/terminal/view.rs	target-and-source-present	SubshellBanner	SubshellBanner	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4784	33433	terminal-command	app/src/terminal/view.rs	target-and-source-present	OnboardingAgenticSuggestionsBlock	OnboardingAgenticSuggestionsBlock	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4785	33440	terminal-command	app/src/terminal/view.rs	target-and-source-present	InsideRepository	InsideRepository	intentional-preserve-telemetry-feature-id	CamelCase action, telemetry, feature, or enum identifier should not be localized.
4786	33447	terminal-command	app/src/terminal/view.rs	target-and-source-present	{prompt_text} {input_text}	{prompt_text} {input_text}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4787	33454	terminal-command	app/src/terminal/view.rs	target-and-source-present	Session abandoned before bootstrap for shell {pending_shell:?} on ssh {has_pending_ssh_session}	Session abandoned before bootstrap for shell {pending_shell:?} on ssh {has_pending_ssh_session}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4791	33484	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Aurora	Aurora	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4792	33491	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Classic 1	Classic 1	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4793	33498	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Classic 2	Classic 2	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4794	33505	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Classic 3	Classic 3	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4795	33512	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Comets	Comets	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4796	33519	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Glass Sky	Glass Sky	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4797	33526	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Glitch	Glitch	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4798	33533	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Cow	Cow	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4799	33540	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Glow	Glow	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4800	33547	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Holographic	Holographic	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4801	33554	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Mono	Mono	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4802	33561	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Neon	Neon	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4803	33568	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Original	Original	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4804	33575	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Starburst	Starburst	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4805	33582	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Sticker	Sticker	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4806	33589	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Warp 1	Warp 1	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4807	33596	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	{value}%	{value}%	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4817	33666	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Warp	Warp	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4818	33673	settings	app/src/settings_view/appearance_page.rs	target-and-source-present	Shell (PS1)	Shell (PS1)	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4860	33967	settings	app/src/settings_view/referrals_page.rs	target-and-source-present	Notebook	Notebook	intentional-preserve-short-token-or-label	Short product label, token, or non-sentence text preserved.
4873	34058	settings	app/src/settings_view/referrals_page.rs	target-and-source-present	{claimed_count}+	{claimed_count}+	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4945	34562	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	{body_prefix} {cta_sentence}	{body_prefix} {cta_sentence}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4991	34884	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	@warp.dev	@warp.dev	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4992	34891	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	warp,	warp,	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4993	34898	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	.dev	.dev	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4994	34905	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	warp..dev	warp..dev	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4995	34912	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	warp!.dev	warp!.dev	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4996	34919	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	warp.dev>	warp.dev>	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4997	34926	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	warp.dev.	warp.dev.	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4998	34933	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	app.warp.dev	app.warp.dev	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
4999	34940	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	warp0.dev0	warp0.dev0	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5000	34947	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	warp.dev	warp.dev	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5001	34954	teams-ownership	app/src/settings_view/teams_page.rs	target-and-source-present	miniclip.com	miniclip.com	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5027	35136	workspace	app/src/workspace/view/global_search/view.rs	target-and-source-present	<unknown>	<unknown>	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5028	35143	workspace	app/src/workspace/view/global_search/view.rs	target-and-source-present	RowIndex.directory_index {} out of bounds	RowIndex.directory_index {} out of bounds	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5047	35276	workspace	app/src/workspace/view/right_panel.rs	target-and-source-present	{display_path}:	{display_path}:	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5048	35283	workspace	app/src/workspace/view/right_panel.rs	target-and-source-present	<none>	<none>	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5049	35290	workspace	app/src/workspace/view/right_panel.rs	target-and-source-present	Active code review view: repo_path={}, has_active_comment_model={}, review_destination={:?}, total_comments={}, sendable_comments={}, is_collapsed={}, is_outdated_section_collapsed={:?}, ai_available={}, ai_enabled={}, send_button_tooltip={}	Active code review view: repo_path={}, has_active_comment_model={}, review_destination={:?}, total_comments={}, sendable_comments={}, is_collapsed={}, is_outdated_section_collapsed={:?}, ai_available={}, ai_enabled={}, send_button_tooltip={}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5050	35297	workspace	app/src/workspace/view/right_panel.rs	target-and-source-present	Review comment send status for active tab: no active pane group, selected_repo_path={}, ai_enabled={}	Review comment send status for active tab: no active pane group, selected_repo_path={}, ai_enabled={}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5051	35304	workspace	app/src/workspace/view/right_panel.rs	target-and-source-present	Review comment send status for active tab: pane_group_id={pane_group_id}, selected_repo_path={}, ai_enabled={}, focused_pane_id={focused_pane_id}, preferred_terminal_id={preferred_terminal_id:?}, chosen_terminal_id={chosen_terminal_id:?}, visible_pane_count={}	Review comment send status for active tab: pane_group_id={pane_group_id}, selected_repo_path={}, ai_enabled={}, focused_pane_id={focused_pane_id}, preferred_terminal_id={preferred_terminal_id:?}, chosen_terminal_id={chosen_terminal_id:?}, visible_pane_count={}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5052	35311	workspace	app/src/workspace/view/right_panel.rs	target-and-source-present	Pane #{index}: pane_id={pane_id}, pane_type={}, focused={is_focused}, skipped=not a terminal pane	Pane #{index}: pane_id={pane_id}, pane_type={}, focused={is_focused}, skipped=not a terminal pane	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5053	35318	workspace	app/src/workspace/view/right_panel.rs	target-and-source-present	Pane #{index}: pane_id={pane_id}, pane_type={}, focused={is_focused}, skipped=terminal view missing	Pane #{index}: pane_id={pane_id}, pane_type={}, focused={is_focused}, skipped=terminal view missing	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5054	35325	workspace	app/src/workspace/view/right_panel.rs	target-and-source-present	Pane #{index}: pane_id={pane_id}, pane_type={}, terminal_view_id={terminal_id}, focused={is_focused}, preferred={}, chosen={}, available={}, active_session_path={}, current_repo_path={}, active_cli_agent={}, is_executing={}, is_input_box_visible={}, unavailable_reasons={}	Pane #{index}: pane_id={pane_id}, pane_type={}, terminal_view_id={terminal_id}, focused={is_focused}, preferred={}, chosen={}, available={}, active_session_path={}, current_repo_path={}, active_cli_agent={}, is_executing={}, is_input_box_visible={}, unavailable_reasons={}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5058	35353	workspace	app/src/workspace/view.rs	target-and-source-present	tab_config_error:{}	tab_config_error:{}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5060	35367	workspace	app/src/workspace/view.rs	target-and-source-present	Workspace should have at least one tab upon configuration	Workspace should have at least one tab upon configuration	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5061	35374	workspace	app/src/workspace/view.rs	target-and-source-present	Attempted to set active tab index {index} but only {} tabs exist, clamping	Attempted to set active tab index {index} but only {} tabs exist, clamping	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5062	35381	workspace	app/src/workspace/view.rs	target-and-source-present	Tried to update window title but active tab index ({}) was out of range 0..{}	Tried to update window title but active tab index ({}) was out of range 0..{}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5063	35388	workspace	app/src/workspace/view.rs	target-and-source-present	Tried to set active tab name but active tab index ({}) was out of range 0..{}	Tried to set active tab name but active tab index ({}) was out of range 0..{}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5064	35395	workspace	app/src/workspace/view.rs	target-and-source-present	Not setting tab color: index was {index} but len is {}	Not setting tab color: index was {index} but len is {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5065	35402	workspace	app/src/workspace/view.rs	target-and-source-present	Not toggling tab color: index was {index} but len is {}	Not toggling tab color: index was {index} but len is {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5066	35409	workspace	app/src/workspace/view.rs	target-and-source-present	Could not get terminal view handle for new pane when attempting to open file with $EDITOR.	Could not get terminal view handle for new pane when attempting to open file with $EDITOR.	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5067	35416	workspace	app/src/workspace/view.rs	target-and-source-present	Failed to create log bundle: {err}	Failed to create log bundle: {err}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5068	35423	workspace	app/src/workspace/view.rs	target-and-source-present	Triggering agent onboarding callout flow but not during initial login. This should not normally happen.	Triggering agent onboarding callout flow but not during initial login. This should not normally happen.	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5069	35430	workspace	app/src/workspace/view.rs	target-and-source-present	cd {}	cd {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5070	35437	workspace	app/src/workspace/view.rs	target-and-source-present	{exec} {}	{exec} {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5071	35444	workspace	app/src/workspace/view.rs	target-and-source-present	New-session sidecar closed: worktree_active={}, via_select_item={via_select_item}	New-session sidecar closed: worktree_active={}, via_select_item={via_select_item}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5072	35451	workspace	app/src/workspace/view.rs	target-and-source-present	Configuring worktree sidecar: hovered_index={hovered_index}, query={:?}, repo_count={repo_count}	Configuring worktree sidecar: hovered_index={hovered_index}, query={:?}, repo_count={repo_count}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5073	35458	workspace	app/src/workspace/view.rs	target-and-source-present	Worktree sidecar safe-zone target from previous frame available: {}	Worktree sidecar safe-zone target from previous frame available: {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5077	35486	workspace	app/src/workspace/view.rs	target-and-source-present	Materializing default worktree config: repo_path={repo_path:?}, branch_name={branch_name:?}, pane_type={pane_type}	Materializing default worktree config: repo_path={repo_path:?}, branch_name={branch_name:?}, pane_type={pane_type}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5078	35493	workspace	app/src/workspace/view.rs	target-and-source-present	Failed to materialize default worktree config from {config_path:?}: {e}	Failed to materialize default worktree config from {config_path:?}: {e}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5079	35500	workspace	app/src/workspace/view.rs	target-and-source-present	Saved default worktree config to {saved_config_path:?}: config_name={:?}	Saved default worktree config to {saved_config_path:?}: config_name={:?}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5080	35507	workspace	app/src/workspace/view.rs	target-and-source-present	Failed to find terminal view with id {terminal_view_id} to set pending query state	Failed to find terminal view with id {terminal_view_id} to set pending query state	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5085	35542	workspace	app/src/workspace/view.rs	target-and-source-present	start_local_to_cloud_handoff: failed to push fresh cloud-mode pane over the active session	start_local_to_cloud_handoff: failed to push fresh cloud-mode pane over the active session	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5086	35549	workspace	app/src/workspace/view.rs	target-and-source-present	start_local_to_cloud_handoff: no active session view in the active tab to hand off	start_local_to_cloud_handoff: no active session view in the active tab to hand off	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5087	35556	workspace	app/src/workspace/view.rs	target-and-source-present	start_local_to_cloud_handoff: no non-empty source conversation found; starting a fresh cloud launch	start_local_to_cloud_handoff: no non-empty source conversation found; starting a fresh cloud launch	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5088	35563	workspace	app/src/workspace/view.rs	target-and-source-present	start_local_to_cloud_handoff: fork_conversation RPC failed: {err:#}	start_local_to_cloud_handoff: fork_conversation RPC failed: {err:#}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5089	35570	workspace	app/src/workspace/view.rs	target-and-source-present	complete_local_to_cloud_handoff_open: failed to materialize local fork of conversation {:?} for handoff: {err:#}	complete_local_to_cloud_handoff_open: failed to materialize local fork of conversation {:?} for handoff: {err:#}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5090	35577	workspace	app/src/workspace/view.rs	target-and-source-present	complete_local_to_cloud_handoff_open: failed to push cloud-mode pane after forking conversation	complete_local_to_cloud_handoff_open: failed to push cloud-mode pane after forking conversation	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5092	35591	workspace	app/src/workspace/view.rs	target-and-source-present	{prefix}update-tab-config Update {} to...	{prefix}update-tab-config Update {} to...	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5093	35598	workspace	app/src/workspace/view.rs	target-and-source-present	# {query}	# {query}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5094	35605	workspace	app/src/workspace/view.rs	target-and-source-present	Hello, Agent Mode x Codex!	Hello, Agent Mode x Codex!	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5095	35612	workspace	app/src/workspace/view.rs	target-and-source-present	Linear Issue	Linear Issue	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5096	35619	workspace	app/src/workspace/view.rs	target-and-source-present	{prefix}{value}	{prefix}{value}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5097	35626	workspace	app/src/workspace/view.rs	target-and-source-present	{heading} {}	{heading} {}	intentional-preserve-command-code-token	Command, placeholder, code, path, format, endpoint, or protocol token should remain stable.
5098	35633	workspace	app/src/workspace/view.rs	missing-in-current-source	is_right_panel_open() returned true, but neither the resource center nor AI assistant are open	is_right_panel_open() returned true, but neither the resource center nor AI assistant are open	needs-owner-review-source-state	Current-source string did not match audit source exactly; treat as escaped/newline or source drift queue before editing.
