entry_index	manifest_line	module_group	path	source_state	risk_tags	token_status	functional_status	public_rc_rows	decision	rationale
4077	28478	ai-agent	app/src/ai/mcp/templatable_manager/native.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4078	28485	ai-agent	app/src/ai/mcp/templatable_manager/native.rs	target-and-source-present	dynamic-placeholder;english-preserved;error-state	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4079	28492	ai-agent	app/src/ai/mcp/templatable_manager/native.rs	target-and-source-present	dynamic-placeholder;english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4080	28499	ai-agent	app/src/ai/mcp/templatable_manager/native.rs	target-present	dynamic-placeholder	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4081	28506	ai-agent	app/src/ai/mcp/templatable_manager/native.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4082	28513	ai-agent	app/src/ai/mcp/templatable_manager/native.rs	target-present	dynamic-placeholder	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4083	28520	ai-agent	app/src/ai/mcp/templatable_manager/native.rs	target-and-source-present	dynamic-placeholder;english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4084	28527	ai-agent	app/src/ai/mcp/templatable_manager/native.rs	target-and-source-present	dynamic-placeholder;english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4085	28534	ai-agent	app/src/ai/mcp/templatable_manager/native.rs	target-and-source-present	dynamic-placeholder;english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4086	28543	auth-account	app/src/auth/auth_manager/user_persistence.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4087	28550	auth-account	app/src/auth/auth_manager/user_persistence.rs	target-and-source-present	api-key-secret;english-preserved	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4088	28557	auth-account	app/src/auth/auth_manager/user_persistence.rs	target-and-source-present	english-preserved;error-state	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4089	28564	auth-account	app/src/auth/auth_manager/user_persistence.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4090	28571	auth-account	app/src/auth/auth_manager.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4091	28578	auth-account	app/src/auth/auth_manager.rs	target-and-source-present	dynamic-placeholder;english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4092	28585	auth-account	app/src/auth/auth_manager.rs	target-and-source-present	api-key-secret;dynamic-placeholder;english-preserved	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4093	28592	auth-account	app/src/auth/auth_override_warning_body.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4094	28599	auth-account	app/src/auth/auth_state.rs	target-and-source-present	dynamic-placeholder;english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4095	28606	auth-account	app/src/auth/auth_state.rs	target-and-source-present	api-key-secret;english-preserved	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4096	28613	auth-account	app/src/auth/auth_state.rs	target-and-source-present	api-key-secret;english-preserved	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4097	28620	auth-account	app/src/auth/auth_view_body.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4098	28627	auth-account	app/src/auth/auth_view_body.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4099	28634	auth-account	app/src/auth/auth_view_modal.rs	target-and-source-present	api-key-secret;dynamic-placeholder;english-preserved	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4100	28641	auth-account	app/src/auth/credentials.rs	target-and-source-present	api-key-secret;english-preserved	clean	clean	G;U;I;-;W;S;-;0;4	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4101	28648	auth-account	app/src/auth/login_slide.rs	target-and-source-present	auth-login;english-preserved	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4102	28655	auth-account	app/src/auth/login_slide.rs	target-and-source-present	auth-login;english-preserved	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4103	28662	auth-account	app/src/auth/login_slide.rs	target-and-source-present	auth-login;english-preserved	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4104	28669	auth-account	app/src/auth/login_slide.rs	target-and-source-present	auth-login;english-preserved	clean	clean	G;U;I;-;A;U;T;H;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4105	28676	auth-account	app/src/auth/mod.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4106	28683	auth-account	app/src/auth/mod.rs	target-and-source-present	destructive-action;dynamic-placeholder;english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4107	28690	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4108	28697	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4109	28704	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4110	28711	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4111	28718	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4112	28725	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4113	28732	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4114	28739	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4115	28746	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4116	28753	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-and-source-present	billing-quota;english-preserved	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4117	28760	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;dynamic-placeholder	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4118	28767	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;dynamic-placeholder	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4119	28774	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;dynamic-placeholder;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4120	28781	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;dynamic-placeholder	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4121	28788	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;dynamic-placeholder;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4122	28795	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;dynamic-placeholder	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4123	28802	billing-quota	app/src/billing/shared_objects_creation_denied_body.rs	target-present	billing-quota;dynamic-placeholder;team-workspace	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4124	28809	billing-quota	app/src/billing/shared_objects_creation_denied_modal.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4125	28816	billing-quota	app/src/billing/shared_objects_creation_denied_modal.rs	target-present	billing-quota;dynamic-placeholder	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4126	28823	billing-quota	app/src/billing/shared_objects_creation_denied_modal.rs	target-present	billing-quota;dynamic-placeholder	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4127	28830	warp-drive	app/src/drive/cloud_object_naming_dialog.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4128	28837	warp-drive	app/src/drive/cloud_object_naming_dialog.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4129	28844	warp-drive	app/src/drive/cloud_object_naming_dialog.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4130	28851	warp-drive	app/src/drive/cloud_object_naming_dialog.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4131	28858	warp-drive	app/src/drive/cloud_object_naming_dialog.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4132	28865	warp-drive	app/src/drive/export.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4133	28872	warp-drive	app/src/drive/export.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4134	28879	warp-drive	app/src/drive/export.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4135	28886	warp-drive	app/src/drive/export.rs	target-and-source-present	dynamic-placeholder;english-preserved;error-state;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4136	28893	warp-drive	app/src/drive/export.rs	target-present	dynamic-placeholder;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4137	28900	warp-drive	app/src/drive/export.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4138	28907	warp-drive	app/src/drive/export.rs	target-present	dynamic-placeholder;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4139	28914	warp-drive	app/src/drive/export.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4140	28921	warp-drive	app/src/drive/folders/mod.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4141	28928	warp-drive	app/src/drive/import/modal_body.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4142	28935	warp-drive	app/src/drive/import/modal_body.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4143	28942	warp-drive	app/src/drive/import/nodes.rs	target-present	dynamic-placeholder	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4144	28949	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4145	28956	warp-drive	app/src/drive/index.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4146	28963	warp-drive	app/src/drive/index.rs	target-and-source-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4147	28970	warp-drive	app/src/drive/index.rs	target-and-source-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4148	28977	warp-drive	app/src/drive/index.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4149	28984	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4150	28991	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4151	28998	warp-drive	app/src/drive/index.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4152	29005	warp-drive	app/src/drive/index.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4153	29012	warp-drive	app/src/drive/index.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4154	29019	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4155	29026	warp-drive	app/src/drive/index.rs	target-and-source-present	destructive-action	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4156	29033	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4157	29040	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4158	29047	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4159	29054	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4160	29061	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4161	29068	warp-drive	app/src/drive/index.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4162	29075	warp-drive	app/src/drive/index.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4163	29082	warp-drive	app/src/drive/index.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4164	29089	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4165	29096	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4166	29103	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4167	29110	warp-drive	app/src/drive/index.rs	target-present	dynamic-placeholder;team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4168	29117	warp-drive	app/src/drive/index.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4169	29124	warp-drive	app/src/drive/index.rs	target-and-source-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4170	29131	warp-drive	app/src/drive/index.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4171	29138	warp-drive	app/src/drive/index.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4172	29145	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4173	29152	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4174	29159	warp-drive	app/src/drive/index.rs	target-present	destructive-action	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4175	29166	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4176	29173	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4177	29180	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4178	29187	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4179	29194	warp-drive	app/src/drive/index.rs	target-and-source-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4180	29201	warp-drive	app/src/drive/index.rs	target-present	environment-endpoint	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4181	29208	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4182	29215	warp-drive	app/src/drive/index.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4183	29222	warp-drive	app/src/drive/index.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4184	29229	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4185	29236	warp-drive	app/src/drive/index.rs	target-and-source-present	english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4186	29243	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4187	29250	warp-drive	app/src/drive/index.rs	target-present	billing-quota;dynamic-placeholder	clean	clean	G;U;I;-;B;I;L;L;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4188	29257	warp-drive	app/src/drive/index.rs	target-and-source-present	dynamic-placeholder;english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4189	29264	warp-drive	app/src/drive/index.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4190	29271	warp-drive	app/src/drive/index.rs	target-and-source-present	dynamic-placeholder;english-preserved	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4191	29278	warp-drive	app/src/drive/index.rs	target-present	billing-quota	clean	clean	G;U;I;-;B;I;L;L;-;0;1;;;G;U;I;-;B;I;L;L;-;0;2	needs-owner-review-public-rc-evidence-gated	Public-RC blocker evidence is required; do not promote from source-level audit alone.
4192	29285	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4193	29292	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4194	29299	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4195	29306	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4196	29313	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4197	29320	warp-drive	app/src/drive/index.rs	target-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4198	29327	warp-drive	app/src/drive/index.rs	target-present	dynamic-placeholder	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4199	29334	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4200	29341	warp-drive	app/src/drive/index.rs	target-and-source-present	terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4201	29348	warp-drive	app/src/drive/index.rs	target-and-source-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4202	29355	warp-drive	app/src/drive/index.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4203	29362	warp-drive	app/src/drive/index.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4204	29369	warp-drive	app/src/drive/index.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4205	29376	warp-drive	app/src/drive/index.rs	target-and-source-present	destructive-action;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4206	29383	warp-drive	app/src/drive/index.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4207	29390	warp-drive	app/src/drive/index.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4208	29397	warp-drive	app/src/drive/items/ai_fact_collection.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4209	29404	warp-drive	app/src/drive/items/env_var_collection.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4210	29411	warp-drive	app/src/drive/items/item.rs	target-and-source-present	dynamic-placeholder;english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4211	29418	warp-drive	app/src/drive/items/item.rs	target-and-source-present	english-preserved;terminal-command	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4212	29425	warp-drive	app/src/drive/items/item.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4213	29432	warp-drive	app/src/drive/items/item.rs	target-present	team-workspace	clean	clean		preserve-intentional-token-safe	Risk tags present but token audit is clean; preserve placeholders, commands, URLs, endpoints, or account-state text.
4214	29439	warp-drive	app/src/drive/items/item.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
4215	29446	warp-drive	app/src/drive/items/mcp_server_collection.rs	target-present		clean	clean		accepted-functional-clean	No functional token/source-state risk detected.
