entry_index	manifest_line	key	path	status	context	source	target	source_state	expected_count	source_count	target_count	decision	confidence	risk_tags	public_rc_rows	token_status	glossary_status	copy_status	functional_status	notes	module	module_group	source_length	target_length	length_ratio	machine_copy_score	mojibake_status	ui_density_risk	review_lane
3624	25307		app/src/ai/blocklist/agent_view/agent_message_bar.rs	active	Phase 16 AI/Agent visible copy	 current pane	 当前窗格	target-and-source-present		1	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	13	5	0.38	2	clean	clean	accepted
3625	25314		app/src/ai/blocklist/agent_view/agent_message_bar.rs	active	Phase 16 AI/Agent visible copy	to hide help	隐藏帮助	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	12	4	0.33	2	clean	clean	accepted
3626	25321		app/src/ai/blocklist/agent_view/agent_message_bar.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	autodetected shell command, 	autodetected shell command, 	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	28	28	1.0	1	clean	clean	copy
3627	25328		app/src/ai/blocklist/agent_view/agent_message_bar.rs	active	Phase 16 AI/Agent visible copy	 to override	 可覆盖	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	12	4	0.33	2	clean	clean	accepted
3628	25335		app/src/ai/blocklist/agent_view/agent_message_bar.rs	active	Phase 16 AI/Agent visible copy	autodetected shell command	已自动检测到 shell 命令	target-and-source-present		1	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	26	15	0.58	2	clean	clean	accepted
3629	25342		app/src/ai/blocklist/agent_view/agent_message_bar.rs	active	Phase 16 AI/Agent visible copy	to hand off to cloud	交给云端	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	20	4	0.2	2	clean	clean	accepted
3630	25349		app/src/ai/blocklist/agent_view/agent_message_bar.rs	active	Phase 16 AI/Agent visible copy	to dismiss	关闭	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	10	2	0.2	2	clean	clean	accepted
3631	25356		app/src/ai/blocklist/agent_view/agent_message_bar.rs	active	Phase 16 AI/Agent visible copy	to exit shell mode	退出 shell 模式	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	18	11	0.61	2	clean	clean	accepted
3632	25363		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	agent_view_entry_block_{view_id}	agent_view_entry_block_{view_id}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	32	32	1.0	1	clean	clean	copy
3633	25370		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 AI/Agent visible copy	Deleted conversation	已删除对话	target-present		0	1	simulated-accepted-with-note	medium	destructive-action		clean	clean	clean	clean	none	app/src/ai	ai-agent	20	5	0.25	2	clean	clean	accepted
3634	25377		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 AI/Agent visible copy	Deleted	已删除	target-and-source-present		1	2	simulated-accepted-with-note	medium	destructive-action		clean	clean	clean	clean	none	app/src/ai	ai-agent	7	3	0.43	2	clean	clean	accepted
3635	25384		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	EnterAgentBlock	EnterAgentBlock	target-and-source-present		10	10	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	15	15	1.0	1	clean	clean	copy
3636	25391		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 AI/Agent visible copy	Open in different pane	在其他窗格中打开	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	22	8	0.36	2	clean	clean	accepted
3637	25398		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 AI/Agent visible copy	Restored	已恢复	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	8	3	0.38	2	clean	clean	accepted
3638	25405		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 AI/Agent visible copy	Continued	已继续	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	9	3	0.33	2	clean	clean	accepted
3639	25412		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 AI/Agent visible copy	Untitled conversation	未命名对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	21	5	0.24	2	clean	clean	accepted
3640	25419		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	Could not retrieve the position of the agent view entry block for context menu display.	Could not retrieve the position of the agent view entry block for context menu display.	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	87	87	1.0	1	clean	clean	copy
3641	25426		app/src/ai/blocklist/agent_view/agent_view_block.rs	active	Phase 16 AI/Agent visible copy	Couldn't navigate to conversation.	无法导航到对话。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	34	8	0.24	2	clean	clean	accepted
3642	25433		app/src/ai/blocklist/agent_view/child_agent_status_card.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	ChildAgentStatusCard	ChildAgentStatusCard	target-and-source-present		10	10	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	20	20	1.0	1	clean	clean	copy
3643	25440		app/src/ai/blocklist/agent_view/child_agent_status_card.rs	active	Phase 16 AI/Agent visible copy	Agent	Agent	target-and-source-present		18	18	simulated-accepted-with-note	medium			clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	5	5	1.0	1	clean	clean	copy
3644	25447		app/src/ai/blocklist/agent_view/child_agent_status_card.rs	active	Phase 16 AI/Agent visible copy	Untitled	未命名	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	8	3	0.38	2	clean	clean	accepted
3645	25454		app/src/ai/blocklist/agent_view/child_agent_status_card.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	Missing mouse state handle for child agent card {:?}	Missing mouse state handle for child agent card {:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	52	52	1.0	1	clean	clean	copy
3646	25461		app/src/ai/blocklist/agent_view/child_agent_status_card.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	Missing dismiss mouse state handle for child agent card {:?}	Missing dismiss mouse state handle for child agent card {:?}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	60	60	1.0	1	clean	clean	copy
3647	25468		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 AI/Agent visible copy	Already in agent mode.	已处于 Agent 模式。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	22	13	0.59	2	clean	clean	accepted
3648	25475		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 AI/Agent visible copy	Cannot enter agent mode while a command is running.	命令运行时无法进入 Agent 模式。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	51	19	0.37	2	clean	clean	accepted
3649	25482		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 AI/Agent visible copy	Cannot exit agent while command is running.	命令运行时无法退出 Agent。	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	43	16	0.37	2	clean	clean	accepted
3650	25489		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 AI/Agent visible copy	Cannot exit conversation as a viewer.	作为查看者无法退出对话。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	37	12	0.32	2	clean	clean	accepted
3651	25496		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 AI/Agent visible copy	Cannot exit cloud agent.	无法退出云端 Agent。	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	24	13	0.54	2	clean	clean	accepted
3652	25503		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	agent_view_zero_state_{}	agent_view_zero_state_{}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	24	24	1.0	1	clean	clean	copy
3653	25510		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	Expected keybinding for slash command {keybinding_name}, but none was found	Expected keybinding for slash command {keybinding_name}, but none was found	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	75	75	1.0	1	clean	clean	copy
3654	25517		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 AI/Agent visible copy	again to stop and exit	再次按下以停止并退出	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	22	10	0.45	2	clean	clean	accepted
3655	25524		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 AI/Agent visible copy	again to exit	再次按下以退出	target-present		0	2	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	13	7	0.54	2	clean	clean	accepted
3656	25531		app/src/ai/blocklist/agent_view/controller.rs	active	Phase 16 AI/Agent visible copy	again to start new conversation	再次按下以开始新对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	31	10	0.32	2	clean	clean	accepted
3657	25538		app/src/ai/blocklist/agent_view/inline_agent_view_header.rs	active	Phase 16 AI/Agent visible copy	Prompt agent to interact with	提示 Agent 交互	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	29	11	0.38	2	clean	clean	accepted
3658	25545		app/src/ai/blocklist/agent_view/inline_agent_view_header.rs	active	Phase 16 AI/Agent visible copy	Agent is waiting on instructions	Agent 正在等待指令	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	32	12	0.38	2	clean	clean	accepted
3659	25552		app/src/ai/blocklist/agent_view/inline_agent_view_header.rs	active	Phase 16 AI/Agent visible copy	Agent is waiting for command to exit	Agent 正在等待命令退出	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	36	14	0.39	2	clean	clean	accepted
3660	25559		app/src/ai/blocklist/agent_view/inline_agent_view_header.rs	active	Phase 16 AI/Agent visible copy	Agent needs your permission to continue	Agent 需要你的许可才能继续	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	39	16	0.41	2	clean	clean	accepted
3661	25566		app/src/ai/blocklist/agent_view/inline_agent_view_header.rs	active	Phase 16 AI/Agent visible copy	Agent is in control	Agent 正在控制	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	19	10	0.53	2	clean	clean	accepted
3662	25573		app/src/ai/blocklist/agent_view/inline_agent_view_header.rs	active	Phase 16 AI/Agent visible copy	User is in control	用户正在控制	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	18	6	0.33	2	clean	clean	accepted
3663	25580		app/src/ai/blocklist/agent_view/inline_agent_view_header.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	InlineAgentViewHeader	InlineAgentViewHeader	target-and-source-present		5	5	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	21	21	1.0	1	clean	clean	copy
3664	25587		app/src/ai/blocklist/agent_view/inline_agent_view_header.rs	active	Phase 16 AI/Agent visible copy	{AGENT_PROMPT_TO_INTERACT_MESSAGE} `{command}`	{AGENT_PROMPT_TO_INTERACT_MESSAGE} `{command}`	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	46	46	1.0	1	clean	clean	copy
3665	25594		app/src/ai/blocklist/agent_view/inline_agent_view_header.rs	active	Phase 16 AI/Agent visible copy	{AGENT_PROMPT_TO_INTERACT_MESSAGE} the running command	{AGENT_PROMPT_TO_INTERACT_MESSAGE} 正在运行的命令	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder;terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	54	42	0.78	2	clean	clean	accepted
3666	25601		app/src/ai/blocklist/agent_view/orchestration_conversation_links.rs	active	Phase 16 AI/Agent visible copy	Parent conversation	父对话	target-present		0	2	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	19	3	0.16	2	clean	clean	accepted
3667	25608		app/src/ai/blocklist/agent_view/orchestration_conversation_links.rs	active	Phase 16 AI/Agent visible copy	Back to parent conversation	返回父对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	27	5	0.19	2	clean	clean	accepted
3668	25615		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	orchestration-pill-overflow-{conversation_id}	orchestration-pill-overflow-{conversation_id}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	45	45	1.0	1	clean	clean	copy
3669	25622		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	orchestration-pill-body-{conversation_id}	orchestration-pill-body-{conversation_id}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	41	41	1.0	1	clean	clean	copy
3670	25629		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 AI/Agent visible copy	Focus pane	聚焦窗格	target-and-source-present		4	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	10	4	0.4	2	clean	clean	accepted
3671	25636		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 AI/Agent visible copy	Open in new pane	在新窗格中打开	target-and-source-present		1	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	16	7	0.44	2	clean	clean	accepted
3672	25643		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 AI/Agent visible copy	Open in new tab	在新标签页中打开	target-and-source-present		1	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	15	8	0.53	2	clean	clean	accepted
3673	25650		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 AI/Agent visible copy	View in Oz	在 Oz 中查看	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	10	8	0.8	2	clean	clean	accepted
3674	25657		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 AI/Agent visible copy	Stop agent	停止 Agent	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	10	8	0.8	2	clean	clean	accepted
3675	25664		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 AI/Agent visible copy	Delete agent	删除 Agent	target-present		0	1	simulated-accepted-with-note	medium	destructive-action		clean	clean	clean	clean	none	app/src/ai	ai-agent	12	8	0.67	2	clean	clean	accepted
3676	25671		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 AI/Agent visible copy	Kill agent	强制终止 Agent	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	10	10	1.0	2	clean	clean	accepted
3677	25678		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 AI/Agent visible copy	Agent	Agent	target-and-source-present		38	38	simulated-accepted-with-note	medium			clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	5	5	1.0	1	clean	clean	copy
3678	25685		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 AI/Agent visible copy	Orchestrator	协调器	target-and-source-present		14	2	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	12	3	0.25	2	clean	clean	accepted
3679	25692		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	navigate_to_owner_pane: no canonical owner for {id:?}; falling back to switch-in-place	navigate_to_owner_pane: no canonical owner for {id:?}; falling back to switch-in-place	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;team-workspace;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	86	86	1.0	1	clean	clean	copy
3680	25699		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	OrchestrationPillBar	OrchestrationPillBar	target-and-source-present		45	45	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	20	20	1.0	1	clean	clean	copy
3681	25706		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	{truncated}u{2026}	{truncated}u{2026}	missing-in-current-source		0	0	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	source-state-review	English preserved; verify this is product/internal text | source state is missing-in-current-source	app/src/ai	ai-agent	18	18	1.0	1	clean	clean	functional
3682	25713		app/src/ai/blocklist/agent_view/orchestration_pill_bar.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	{repo}#{number}	{repo}#{number}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	15	15	1.0	1	clean	clean	copy
3683	25720		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	input shell command	输入 shell 命令	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	19	11	0.58	2	clean	clean	accepted
3684	25727		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	for slash commands	输入斜杠命令	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	18	6	0.33	2	clean	clean	accepted
3685	25734		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	for file paths and attaching other context	输入文件路径并附加其他上下文	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	42	14	0.33	2	clean	clean	accepted
3686	25741		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	open code review	打开代码审查	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	16	6	0.38	2	clean	clean	accepted
3687	25748		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	toggle conversation list	切换对话列表	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	24	6	0.25	2	clean	clean	accepted
3688	25755		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	search and continue conversations	搜索并继续对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	33	7	0.21	2	clean	clean	accepted
3689	25762		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	start a new conversation	开始新对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	24	5	0.21	2	clean	clean	accepted
3690	25769		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	toggle auto-accept	切换自动接受	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	18	6	0.33	2	clean	clean	accepted
3691	25776		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	pause agent	暂停 Agent	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	11	8	0.73	2	clean	clean	accepted
3692	25783		app/src/ai/blocklist/agent_view/shortcuts/mod.rs	active	Phase 16 AI/Agent visible copy	go back to terminal	返回终端	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	19	4	0.21	2	clean	clean	accepted
3693	25790		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	What's new in Oz	Oz 新功能	target-and-source-present		1	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	16	6	0.38	2	clean	clean	accepted
3694	25797		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	{user}@{hostname}:{display_path}	{user}@{hostname}:{display_path}	target-and-source-present		1	1	simulated-accepted-with-note	medium	dynamic-placeholder;english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	32	32	1.0	1	clean	clean	copy
3695	25804		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	New Oz cloud agent conversation	新的 Oz 云端 Agent 对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	31	17	0.55	2	clean	clean	accepted
3696	25811		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	Send a prompt below to start a new conversation	在下方发送提示词以开始新对话	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	47	14	0.3	2	clean	clean	accepted
3697	25818		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	 in `{location_label}`	 位于 `{location_label}`	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none	app/src/ai	ai-agent	22	22	1.0	2	clean	clean	accepted
3698	25825		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	New Oz agent conversation	新的 Oz Agent 对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	25	14	0.56	2	clean	clean	accepted
3699	25832		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	Run your agent task in an isolated cloud environment.	在隔离的云端环境中运行你的 Agent 任务。	target-present		0	1	simulated-accepted-with-note	medium	environment-endpoint		clean	clean	clean	clean	none	app/src/ai	ai-agent	53	23	0.43	2	clean	clean	accepted
3700	25839		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 reviewed preserve: Agent view component IDs, debug diagnostics, and shell/plugin protocol fragments	Use cloud agents to run parallel agents, build agents that run autonomously, and check in on your agents from anywhere. 	Use cloud agents to run parallel agents, build agents that run autonomously, and check in on your agents from anywhere. 	target-and-source-present		1	1	simulated-accepted-with-note	medium	english-preserved;terminal-command		clean	clean	note	clean	English preserved; verify this is product/internal text	app/src/ai	ai-agent	120	120	1.0	1	clean	clean	copy
3701	25846		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	Visit docs	查看文档	target-and-source-present		2	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	10	4	0.4	2	clean	clean	accepted
3702	25853		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	start a new agent conversation	开始新的 Agent 对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	30	13	0.43	2	clean	clean	accepted
3703	25860		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	start a new cloud agent conversation	开始新的云端 Agent 对话	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	36	15	0.42	2	clean	clean	accepted
3704	25867		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	switch model	切换模型	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	12	4	0.33	2	clean	clean	accepted
3705	25874		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	go back to terminal	返回终端	target-present		0	1	simulated-accepted-with-note	medium	terminal-command		clean	clean	clean	clean	none	app/src/ai	ai-agent	19	4	0.21	2	clean	clean	accepted
3706	25881		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	to index this codebase and generate an AGENTS.md for optimal performance	索引此代码库并生成 AGENTS.md，以获得最佳效果	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	72	27	0.38	2	clean	clean	accepted
3707	25888		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	RECENT ACTIVITY	最近活动	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	15	4	0.27	2	clean	clean	accepted
3708	25895		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	1 update	1 条更新	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	8	5	0.62	2	clean	clean	accepted
3709	25902		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	{} updates	{} 条更新	target-present		0	1	simulated-accepted-with-note	medium	dynamic-placeholder		clean	clean	clean	clean	none	app/src/ai	ai-agent	10	6	0.6	2	clean	clean	accepted
3710	25909		app/src/ai/blocklist/agent_view/zero_state_block.rs	active	Phase 16 AI/Agent visible copy	View changelog	查看更新日志	target-present		0	1	simulated-accepted	high			clean	clean	clean	clean	none	app/src/ai	ai-agent	14	6	0.43	2	clean	clean	accepted
